Year,Contract Number,Contract Type,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,Call Center – Pharmacy Hold Time,Call Center – Foreign Language Interpreter and TTY/TDD Availability,Appeals Auto–Forward,Appeals Upheld,Enrollment Timeliness,Complaints about the Drug Plan,Beneficiary Access and Performance Problems,Members Choosing to Leave the Plan,Drug Plan Quality Improvement,Getting Information From Drug Plan,Rating of Drug Plan,Getting Needed Prescription Drugs,MPF Price Accuracy,High Risk Medication,Diabetes Treatment,Part D Medication Adherence for Oral Diabetes Medications,Part D Medication Adherence for Hypertension (RAS antagonists),Part D Medication Adherence for Cholesterol (Statins)
2012,S5584,PDP,PDP,BLUE CROSS BLUE SHIELD OF MICHIGAN,Blue Cross Blue Shield of Michigan,Blue Cross Blue Shield of Michigan,0.023611111,78.8,5.6,0.553,87.54,0.2,37,0.11,,0.78,0.82,0.9,98.8,0.232,0.788,0.765,0.779,0.743
2012,S5588,PDP,PDP,PARAMOUNT INSURANCE COMPANY,Paramount Prescription Drug Plan,Paramount Prescription Drug Plan,,,,,,,,,,,,,,0.185,0.842,0.813,0.794,0.784
2012,S5593,PDP,PDP,HIGHMARK SENIOR RESOURCES INC.,Highmark Senior Resources Inc.,Highmark Senior Resources Inc.,0.013194444,85.8,1.8,0.667,92.35,0.15,46,0.05,,,0.82,0.91,98,0.192,0.791,0.781,0.772,0.73
2012,S5596,PDP,PDP,"ANTHEM INSURANCE COMPANIES, INC.",Blue MedicareRx,Blue MedicareRx,0.039583333,73.2,11.5,0.531,90.86,0.28,60,0.28,,,0.8,0.88,95.8,0.232,0.828,0.725,0.725,0.686
2012,S5601,PDP,PDP,SILVERSCRIPT INSURANCE COMPANY,SilverScript Insurance Company,SilverScript Insurance Company,0.023611111,90.5,4.6,0.431,95.32,0.26,0,0.08,,0.76,0.79,0.87,96.8,0.243,0.822,0.749,0.725,0.709
2012,S5609,PDP,PDP,ASURIS NORTHWEST HEALTH,Asuris Northwest Health,Asuris Northwest Health,0.038888889,85.1,3.3,,95.73,0.18,80,0.08,,0.83,0.79,0.9,95.1,0.224,0.824,0.78,0.768,0.758
2012,S5617,PDP,PDP,CONNECTICUT GENERAL LIFE INSURANCE COMPANY,CIGNA Medicare Rx,CIGNA Medicare Rx,0.031944444,80,7,0.54,98.09,0.23,31,0.13,,0.72,0.8,0.87,95.4,0.255,0.821,0.746,0.725,0.706
2012,S5660,PDP,PDP,MEDCO CONTAINMENT LIFE INSURANCE COMPANY,Medco Medicare Prescription Plan,Medco Medicare Prescription Plan,0.013194444,86,1.3,0.676,97.68,0.18,41,0.12,,0.85,0.85,0.91,97.4,0.224,0.821,0.765,0.756,0.74
2012,S5670,PDP,PDP,COVENTRY HEALTH AND LIFE INSURANCE COMPANY,First Health Part D,First Health Part D,0.013194444,84.6,0.4,0.813,93.89,0.52,40,0.11,,0.83,0.86,0.91,98.3,0.243,0.809,0.743,0.74,0.704
2012,S5674,PDP,PDP,FIRST HEALTH LIFE & HEALTH INSURANCE COMPANY,First Health Part D,First Health Part D,0.013194444,84.8,0.3,0.357,93.99,0.42,40,0.12,,0.77,0.83,0.9,98.3,0.209,0.811,0.745,0.751,0.717
2012,S5678,PDP,PDP,HEALTH NET LIFE INSURANCE COMPANY,Health Net,Health Net,,,0.4,0.786,88.51,0.1,0,0.08,,,0.82,0.87,98,0.232,0.841,0.707,0.692,0.671
2012,S5715,PDP,PDP,HCSC INSURANCE SERVICES COMPANY,"HISC - Blue Cross Blue Shield of IL, NM, OK, TX","HISC - Blue Cross Blue Shield of IL, NM, OK, TX",0.025,69.8,0.9,0.578,86.21,0.13,43,0.11,,0.77,0.79,0.89,97.5,0.153,0.811,0.765,0.766,0.718
2012,S5726,PDP,PDP,BLUE CROSS BLUE SHIELD OF KANSAS,Blue MedicareRx,Blue MedicareRx,0.039583333,82.6,6.6,,87.05,0.28,80,0.09,,,0.8,0.9,96.3,0.232,0.81,0.77,0.757,0.709
2012,S5743,PDP,PDP,"BCBS MN, MT, NE, ND, WY, WELLMARK IA AND SD",MedicareBlue Rx,MedicareBlue Rx,0.027083333,85.9,0.7,0.551,96.37,0.11,56,0.06,,0.8,0.82,0.91,97.5,0.135,0.822,0.845,0.835,0.788
2012,S5753,PDP,PDP,WISCONSIN PHYSICIANS SERVICE INSURANCE CORPORATION,WPS Health Insurance,WPS Health Insurance,0.0125,84.9,1.8,0.769,72.93,0.1,80,0.1,,0.8,0.82,0.9,99.3,0.153,0.812,0.838,0.825,0.782
2012,S5755,PDP,PDP,UNITED AMERICAN INSURANCE COMPANY,United American Insurance Company,United American Insurance Company,0.013194444,66.7,0.5,0.676,88.36,0.27,60,0.1,,0.76,0.79,0.89,98.9,0.235,0.806,0.732,0.728,0.686
2012,S5766,PDP,PDP,"FIRST CARE, INC.",Medi-CareFirst BlueCross BlueShield,Medi-CareFirst BlueCross BlueShield,0.011111111,90.5,0.7,,93.8,0.15,100,0.12,,0.73,0.77,0.89,95.2,0.192,0.819,0.774,0.793,0.737
2012,S5768,PDP,PDP,FIRST HEALTH LIFE & HEALTH INSURANCE COMPANY,First Health Part D,First Health Part D,0.013194444,84.8,0.4,0.676,96.96,0.16,40,0.36,,,0.78,0.86,98.4,0.213,0.829,0.706,0.702,0.678
2012,S5775,PDP,PDP,PHARMACY INSURANCE CORPORATION OF AMERICA,PICA,PICA,0.020833333,69.4,0.8,,77.66,0.54,40,0.17,,0.8,0.82,0.89,98.3,0.206,0.866,0.578,0.584,0.348
2012,S5795,PDP,PDP,USABLE MUTUAL INSURANCE COMPANY,ARKANSAS BLUE CROSS AND BLUE SHIELD,ARKANSAS BLUE CROSS AND BLUE SHIELD,0.024305556,90.2,0.8,0.5,96.09,0.2,80,0.11,,,0.81,0.89,97.7,0.322,0.808,0.735,0.719,0.677
2012,S5803,PDP,PDP,PENNSYLVANIA LIFE INSURANCE COMPANY,Community CCRx PDP by Pennsylvania Life Insurance,Community CCRx PDP by Pennsylvania Life Insurance,0.025694444,78.6,1.5,0.523,93.7,0.19,34,0.09,,,0.82,0.89,97.7,0.315,0.814,0.75,0.728,0.707
2012,S5805,PDP,PDP,UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK,UnitedHealthcare,UnitedHealthcare,0.049305556,77.4,0.2,0.569,96.73,0.24,40,0.06,,0.79,0.82,0.91,97.5,0.153,0.807,0.769,0.781,0.715
2012,S5810,PDP,PDP,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare,,,33.4,0.604,,0.21,0,0.23,,0.79,0.8,0.88,97.9,0.167,0.818,0.729,0.719,0.694
2012,S5820,PDP,PDP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,UnitedHealthcare,0.049305556,76.3,0.2,0.56,96.33,0.22,20,0.06,,0.8,0.84,0.91,97.6,0.239,0.81,0.747,0.749,0.705
2012,S5825,PDP,PDP,SILVERSCRIPT INSURANCE COMPANY,Community CCRx PDP by SilverScript Insurance Co.,Community CCRx PDP by SilverScript Insurance Co.,0.025694444,78.6,2.5,,98.18,0.17,34,0.08,,,0.81,0.88,97.7,0.179,0.819,0.764,0.743,0.712
2012,S5840,PDP,PDP,"FIRST MEDICAL HEALTH PLAN, INC","First Medical Health Plan, Inc.","First Medical Health Plan, Inc.",0.076388889,45.6,,,92.58,,40,,,,,,99.5,0.315,0.884,0.527,0.488,0.271
2012,S5857,PDP,PDP,PRIORITY HEALTH INSURANCE COMPANY,Priority Health Medicare,Priority Health Medicare,0.054861111,84.6,0,,72.15,0.44,80,0.15,,,0.83,0.9,96.9,0.261,0.804,0.772,0.792,0.747
2012,S5877,PDP,PDP,EDUCATORS MUTUAL INSURANCE ASSOCIATION,EMI Health,EMI Health,0.011805556,0,8,,70.27,0.28,80,0.03,,0.85,0.85,0.92,97.9,0.236,0.855,0.786,0.754,0.701
2012,S5884,PDP,PDP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Insurance Company,0.021527778,84.1,CMS identified issues with this plan’s data,0.585,83.04,0.42,80,0.09,,0.77,0.82,0.89,96.2,0.242,0.815,0.752,0.75,0.707
2012,S5904,PDP,PDP,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.","Blue Cross and Blue Shield of Florida, Inc.","Blue Cross and Blue Shield of Florida, Inc.",0.025694444,53.4,0.7,0.25,86.54,0.26,60,0.1,,0.8,0.83,0.9,98.3,0.189,0.81,0.745,0.764,0.695
2012,S5907,PDP,PDP,"TRIPLE-S SALUD, INC.","Triple-S Salud, Inc.","Triple-S Salud, Inc.",0.070833333,59,1.1,,76.78,0.17,80,0.08,,,0.75,0.86,98.3,0.269,0.837,0.61,0.642,0.405
2012,S5916,PDP,PDP,REGENCE BLUESHIELD OF IDAHO & REGENCE BCBS OF UTAH,Regence BlueShield of Idaho and Regence BCBS Utah,Regence BlueShield of Idaho and Regence BCBS Utah,0.036111111,85.5,5,,95.79,0.02,80,0.06,,0.8,0.82,0.9,94.6,0.241,0.832,0.758,0.736,0.718
2012,S5921,PDP,PDP,UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY,UnitedHealthcare,UnitedHealthcare,0.043055556,76.3,0.2,0.816,95.54,0.8,40,0.07,,0.79,0.86,0.9,97.6,0.27,0.814,0.746,0.73,0.707
2012,S5932,PDP,PDP,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",HealthSpring Prescription Drug Plan,HealthSpring Prescription Drug Plan,0.016666667,86.9,6.8,0.565,92.83,0.16,64,0.1,,,0.82,0.88,,0.244,0.819,0.693,0.664,0.648
2012,S5937,PDP,PDP,LOUISIANA HEALTH SERVICE AND INDEMNITY COMPANY,Blue Cross and Blue Shield of Louisiana,Blue Cross and Blue Shield of Louisiana,0.03125,27.9,1.5,,96.68,0.2,80,0.06,,,0.79,0.89,97.1,0.342,0.796,0.732,0.741,0.671
2012,S5953,PDP,PDP,BLUE CROSS AND BLUE SHIELD OF SOUTH CAROLINA,Blue Cross Blue Shield of South Carolina,Blue Cross Blue Shield of South Carolina,0.023611111,60,3.3,0.2,79.1,0.23,80,0.13,,0.76,0.8,0.88,96.8,0.298,0.823,0.708,0.714,0.643
2012,S5960,PDP,PDP,UNICARE LIFE AND HEALTH INSURANCE COMPANY,UniCare,UniCare,0.039583333,74.4,12.5,0.625,97.67,0.5,60,0.18,,0.74,0.78,0.86,95.2,0.262,0.813,0.682,0.67,0.646
2012,S5966,PDP,PDP,GROUP HEALTH INCORPORATED,EmblemHealth Medicare PDP,EmblemHealth Medicare PDP,0.038194444,85.2,0.2,0.259,86.34,0.53,13,0.35,,0.8,0.83,0.9,97.6,0.167,0.825,0.768,0.772,0.723
2012,S5967,PDP,PDP,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare,0.0125,87.8,0.8,0.818,97.06,0.26,100,0.11,,,0.82,0.89,98.1,0.242,0.833,0.727,0.726,0.705
2012,S5975,PDP,PDP,"ODS HEALTH PLAN, INC.","ODS Health Plan, Inc.","ODS Health Plan, Inc.",,,3.7,,,0,,,,0.82,0.85,0.92,,0.211,0.844,0.834,0.831,0.802
2012,S5983,PDP,PDP,MEDCO CONTAINMENT INSURANCE COMPANY OF NEW YORK,Medco Medicare Prescription Plan,Medco Medicare Prescription Plan,0.013194444,86,0.8,0.833,98.96,0.24,41,0.07,,0.8,0.8,0.87,97.5,0.161,0.82,0.752,0.706,0.678
2012,S5993,PDP,PDP,HORIZON HEALTHCARE SERVICES DBA HORIZON BCBS NJ,"Horizon Blue Cross Blue Shield of New Jersey, Inc.","Horizon Blue Cross Blue Shield of New Jersey, Inc.",0.023611111,77.4,4.4,0.435,89.33,0.17,80,0.07,,,0.77,0.88,97.8,0.107,0.811,0.738,0.778,0.71
2012,S5998,PDP,PDP,"BRAVO HEALTH INSURANCE COMPANY, INC.",Bravo Health,Bravo Health,0.013194444,83.5,12.4,0.643,92.6,0.15,39,0.08,,,0.78,0.84,98.2,0.208,0.822,0.69,0.653,0.643
2012,S6506,PDP,PDP,"BLUE CROSS AND BLUE SHIELD ARIZONA, INC.",Blue Cross and Blue Shield of Arizona,Blue Cross and Blue Shield of Arizona,,,,,,,,,,,,,,,,,,
2012,S6875,PDP,PDP,QCC INS CO D/B/A AMERIHEALTH INS CO,Select Option,Select Option,,,2.4,,,0.47,,,,0.72,0.8,0.89,,0.191,0.798,0.754,0.747,0.695
2012,S7694,PDP,PDP,ENVISION INSURANCE COMPANY,EnvisionRx Plus,EnvisionRx Plus,0.017361111,83.8,3.3,,96.89,0.21,58,0.25,,0.73,0.77,0.86,99.3,0.203,0.82,0.699,0.67,0.641
2012,S7950,PDP,PDP,EXPRESS SCRIPTS INSURANCE CO.,Express Scripts Insurance Company,Express Scripts Insurance Company,,,0.4,0.456,,0.06,,,,,,,,0.198,0.828,0.833,0.826,0.802
2012,S8067,PDP,PDP,AVALON INSURANCE COMPANY,Avalon Insurance Company,Avalon Insurance Company,0.023611111,91.8,1,,97.26,0.26,80,0.08,,0.76,0.83,0.88,98.2,0.184,0.785,0.833,0.795,0.753
2012,S8841,PDP,PDP,"NMHC GROUP SOLUTION INSURANCE, INC.",NMHC Group Solutions,NMHC Group Solutions,,,0,,,0.04,,,,,,,,0.135,0.869,0.809,0.802,0.774
2012,S9579,PDP,PDP,STONEBRIDGE LIFE INSURANCE COMPANY,Medicare GenerationRx (Employer PDP),Medicare GenerationRx (Employer PDP),,,,,,,,,,,,,,,,,,
2013,E0654,PDP,Employer/Union Only Direct Contract PDP,IBT VOLUNTARY EMPLOYEE BENEFITS TRUST,TEAMStar Medicare Part D Prescription Drug Program,IBT Voluntary Employee Benefits Trust,,,0,,,0.11,100,,,0.85,0.87,0.92,,0.072,0.806,0.77,0.771,0.708
2013,E2332,PDP,Employer/Union Only Direct Contract PDP,NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION,National Rural Electric Cooperative Association,National Rural Electric Cooperative Association,,,8.5,,,0.02,100,,,0.79,0.85,0.89,,0.103,0.828,0.805,0.828,0.791
2013,E2630,PDP,Employer/Union Only Direct Contract PDP,C AND O EMPLOYEES HOSPITAL ASSOCIATION,C and O Employees Hospital Association,C & O Employees' Hospital Association,,,4,,,0,100,,,0.88,0.89,0.93,,0.085,0.768,0.798,0.797,0.758
2013,E3014,PDP,Employer/Union Only Direct Contract PDP,PSERS HOP PROGRAM,Pennsylvania Public School Employees Retirement Sy,Commonwealth of PA Pub Schools Retirement System,,,0.4,0.8,,0.02,100,,,0.87,0.9,0.93,,0.062,0.802,0.801,0.811,0.758
2013,E4744,PDP,Employer/Union Only Direct Contract PDP,MO DOT AND MSHP MEDICAL AND LIFE INS PLAN,MISSOURI DEPARTMENT OF TRANSPORTATION,Missouri  DOT/State Highway Patrol Med & Life Ins,,,3.6,,,0.03,100,,,0.8,0.83,0.9,,0.088,0.824,0.825,0.8,0.751
2013,E6322,PDP,Employer/Union Only Direct Contract PDP,KENTUCKY RETIREMENT SYSTEM,Kentucky Retirement Systems,Kentucky Retirement Systems,,,1.3,0.64,,0.02,100,,,0.8,0.83,0.9,,0.129,0.83,0.795,0.789,0.718
2013,E7316,PDP,Employer/Union Only Direct Contract PDP,UNION PACIFIC RAILROAD EMPLOYES HEALTH SYSTEMS,Union Pacific Railroad  Employes Health Systems,Union Pacific Railroad Employes Health Systems,,,0,,,0,100,,,0.86,0.88,0.88,,0.076,0.801,0.687,0.724,0.675
2013,E7848,PDP,Employer/Union Only Direct Contract PDP,OKLAHOMA STATE AND EDUCATION EMP GRP INS BOARD,HealthChoice,State of Oklahoma,,,1.8,,,0.02,100,,,0.76,0.81,0.89,,0.135,0.824,0.753,0.776,0.733
2013,H0028,MA-PD,Local CCP,"CHA HMO, INC.","CHA HMO, Inc.",Humana Inc.,,,,,,,,,,,,,,,,,,
2013,H0084,MA-PD,Local CCP,CARE IMPROVEMENT PLUS OF TEXAS INSURANCE COMPANY,Care Improvement Plus,"UnitedHealth Group, Inc.",0.005555556,0.91,5.8,,0.91,0.89,100,0.24,,,0.81,0.88,99,0.091,0.767,0.693,0.67,0.58
2013,H0104,MA-PD,Local CCP,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Cross and Blue Shield of Alabama,BlueCross BlueShield of Alabama,0.0125,0.74,0.9,0.8,0.92,0.17,80,0.14,,0.82,0.82,0.92,98,0.086,0.825,0.731,0.73,0.669
2013,H0108,MA-PD,Local CCP,"HUMANA HEALTH PLAN OF CALIFORNIA, INC.","Humana Health Plan of California, Inc.",Humana Inc.,0.005555556,0.97,2.2,,0.96,0.99,67,0.16,,0.81,0.84,0.88,97,0.071,0.881,0.722,0.739,0.691
2013,H0117,MA-PD,Local CCP,"WELLCARE OF OHIO, INC.",WellCare,"WellCare Health Plans, Inc.",0.010416667,0.86,0,,0.98,0.62,80,0.18,,0.83,0.85,0.92,99,0.069,0.862,0.642,0.666,0.609
2013,H0141,MA-PD,Local CCP,CARESOURCE MICHIGAN,CareSource,CareSource Management Group Co.,0.021527778,0.84,,,,,80,,,,,,98,0.15,0.807,0.704,0.71,0.698
2013,H0150,MA-PD,Local CCP,"HEALTHSPRING OF ALABAMA, INC.","Healthspring of Alabama, Inc.",CIGNA,0.022222222,0.93,0.6,,0.92,0.26,80,0.08,,0.85,0.88,0.93,99,0.143,0.825,0.675,0.666,0.606
2013,H0151,MA-PD,Local CCP,"UNITEDHEALTHCARE OF ALABAMA, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",0.007638889,0.91,0.6,,0.97,0.24,0,0.09,,,0.85,0.92,99,0.146,0.811,0.669,0.663,0.617
2013,H0154,MA-PD,Local CCP,"VIVA HEALTH, INC.",VIVA Medicare Plus,UAB Health System,0.017361111,0.93,4.6,0.6,0.96,0.15,80,0.07,,,0.86,0.93,99,0.141,0.827,0.69,0.692,0.632
2013,H0248,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,0.004166667,0.97,2,,0.92,0.52,67,0.15,,0.81,0.84,0.9,98,0.047,0.88,0.724,0.72,0.67
2013,H0251,MA-PD,Local CCP,"UNITEDHEALTHCARE PLAN OF THE RIVER VALLEY, INC.",UnitedHealthcare Community Plan,"UnitedHealth Group, Inc.",0.009027778,0.95,2,0.7,,0.37,12,0.11,,,0.89,0.93,99,0.205,0.836,0.67,0.663,0.635
2013,H0294,MA-PD,Local CCP,CARE IMPROVEMENT PLUS WISCONSIN INSURANCE COMPANY,Care Improvement Plus,"UnitedHealth Group, Inc.",0.005555556,0.91,,,,,,,,,,,,,,,,
2013,H0302,MA-PD,Local CCP,"BANNER MEDISUN, INC.",Banner MediSun,Banner Health,0.006944444,0.78,5.7,,0.94,0.09,80,0.05,,0.84,0.84,0.91,98,0.049,0.843,0.795,0.804,0.753
2013,H0303,MA-PD,Local CCP,"PACIFICARE OF ARIZONA, INC",UnitedHealthcare,"UnitedHealth Group, Inc.",0.007638889,0.9,0.9,0.93,0.96,0.23,0,0.08,,,0.84,0.91,99,0.075,0.853,0.73,0.746,0.711
2013,H0307,MA-PD,Local CCP,"HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.",Humana Inc.,0.005555556,0.97,0.7,,0.95,0.77,67,0.14,,0.83,0.83,0.92,97,0.073,0.852,0.76,0.762,0.726
2013,H0316,MA-PD,Local CCP,"UNITEDHEALTHCARE OF ARIZONA,  INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",0.007638889,0.91,0.5,,0.96,0.32,0,0.11,,0.87,0.82,0.93,99,0.062,0.847,0.725,0.74,0.694
2013,H0317,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,0.005555556,0.97,0,,0.95,0.85,67,0.36,,0.81,0.81,0.89,97,0.075,0.834,0.781,0.767,0.728
2013,H0318,MA-PD,Local CCP,"AETNA HEALTH, INC. (PA)",Aetna Medicare,Aetna Inc.,0.028472222,0.89,0,,0.86,1.27,40,0.12,,0.79,0.83,0.91,99,0.038,0.878,0.772,0.794,0.703
2013,H0319,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",0.007638889,0.87,0,,,0.46,0,0.03,,,,,93,0.137,0.694,0.724,0.792,0.764
2013,H0320,MA-PD,Local CCP,"ARCADIAN HEALTH PLAN, INC.",Desert Canyon Community Care,Humana Inc.,0.013888889,0.59,7.8,,0.98,0.13,80,0.08,,0.84,0.82,0.92,,0.07,0.802,0.687,0.689,0.679
2013,H0321,MA-PD,Local CCP,"ARIZONA PHYSICIANS IPA, INC.",UnitedHealthcare Community Plan,"UnitedHealth Group, Inc.",0.007638889,0.95,,,,0.23,12,0.06,,,0.85,0.9,99,0.123,0.859,0.683,0.678,0.636
2013,H0332,MA-PD,Local CCP,"KS PLAN ADMINISTRATORS, LLC",KelseyCare Advantage,"Kelsey-Seybold Medical Group, PLLC",0.001388889,0.9,5.1,,0.95,0.24,100,0.04,,0.91,0.88,0.92,99,0.035,0.9,0.73,0.725,0.674
2013,H0351,MA-PD,Local CCP,"HEALTH NET OF ARIZONA, INC.","Health Net of Arizona, Inc.","Health Net, Inc.",0.013888889,0.88,0,,0.98,0.17,100,0.09,,0.83,0.86,0.92,,0.088,0.846,0.733,0.745,0.694
2013,H0354,MA-PD,Local CCP,"CIGNA HEALTHCARE OF ARIZONA, INC.",Cigna HealthCare of Arizona,CIGNA,0.03125,0.81,0.3,,0.95,0.08,60,0.05,,0.9,0.86,0.91,96,0.066,0.834,0.753,0.766,0.749
2013,H0401,MA-PD,Local CCP,"UNITEDHEALTHCARE OF ARKANSAS, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",0.007638889,0.91,7,,0.98,0.4,0,0.12,,0.87,0.84,0.92,99,0.098,0.856,0.72,0.732,0.72
2013,H0408,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",0.009027778,0.87,,,,,12,,,,,,,0.065,,,,
2013,H0423,MA-PD,Local CCP,"METROPLUS HEALTH PLAN, INC.",MetroPlus Health Plan,New York City Health and Hospitals Corporation,0.016666667,0.28,3.9,1,0.98,0.35,60,0.16,,,0.8,0.85,99,0.06,0.916,0.682,0.657,0.565
2013,H0435,MA-PD,Local CCP,"GLOBALHEALTH,  INC.",GLOBALHEALTH MEDICARE,"The Oklahoma City Clinic, P.C.",,,,,,,,,,,,,,,,,,
2013,H0490,MA-PD,Local CCP,MOLINA HEALTHCARE OF OHIO,Molina Healthcare of Ohio,"Molina Healthcare, Inc.,",0.016666667,0.77,,,,,100,,,,,,99,0.113,0.854,,0.629,0.636
2013,H0504,MA-PD,Local CCP,CALIFORNIA PHYSICIANS' SERVICE,Blue Shield of California,California Physicians' Service,0.000694444,0.89,1.9,1,0.87,0.25,80,0.11,,0.84,0.9,0.92,99,0.074,0.859,0.751,0.766,0.731
2013,H0523,MA-PD,Local CCP,"AETNA HEALTH OF CALIFORNIA,INC.",Aetna Medicare,Aetna Inc.,0.029166667,0.89,4.2,,0.92,0.34,40,0.09,,,0.85,0.92,99,0.043,0.846,0.728,0.73,0.698
2013,H0524,MA-PD,Local CCP,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,"Kaiser Foundation Health Plan, Inc.",0.004166667,0.95,,0.67,0.96,0.13,80,0.01,,0.87,0.91,0.95,99,0.034,0.884,0.844,0.843,0.812
2013,H0543,MA-PD,Local CCP,UNITEDHEALTHCARE OF CALIFORNIA,UnitedHealthcare,"UnitedHealth Group, Inc.",0.007638889,0.9,1.1,0.91,0.96,0.35,0,0.06,,0.82,0.86,0.92,99,0.072,0.851,0.749,0.763,0.726
2013,H0544,MA-PD,Local CCP,CAREMORE HEALTH PLAN,CareMore Health Plan,"WellPoint, Inc.",0.006944444,0.96,0,,0.9,0.27,80,0.06,,0.83,0.89,0.91,99,0.051,0.882,0.732,0.739,0.676
2013,H0545,MA-PD,Local CCP,"INTER VALLEY HEALTH PLAN, INC.",Inter Valley Health Plan,InterValley Health Plan,0.004861111,0.94,0,,0.98,0.07,100,0.06,,0.89,0.88,0.92,99,0.083,0.842,0.747,0.76,0.706
2013,H0562,MA-PD,Local CCP,HEALTH NET OF CALIFORNIA,Health Net of California,"Health Net, Inc.",0.013194444,0.9,3.6,0.45,0.97,0.25,100,0.05,,0.79,0.86,0.92,,0.078,0.871,0.736,0.758,0.724
2013,H0564,MA-PD,Local CCP,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,"WellPoint, Inc.",0.004166667,0.64,0.8,,0.9,0.68,47,0.12,,,0.84,0.89,97,0.067,0.844,0.707,0.738,0.696
2013,H0571,MA-PD,Local CCP,CHINESE COMMUNITY HEALTH PLAN,Chinese Community Health Plan,Chinese Hospital Association,0.004861111,0.71,3.7,,0.97,0.04,80,0.04,,,0.86,0.88,99,0.033,0.85,0.828,0.816,0.775
2013,H0602,MA-PD,1876 Cost,ROCKY MOUNTAIN HEALTH MAINTENANCE ORGANIZATION,Rocky Mountain Health Plans,"Rocky Mountain HMO, Inc.",,,0,,0.96,0.1,100,0.04,,0.9,0.86,0.94,94,0.081,0.855,0.754,0.785,0.738
2013,H0609,MA-PD,Local CCP,"PACIFICARE OF COLORADO, INC",UnitedHealthcare,"UnitedHealth Group, Inc.",0.006944444,0.91,1.6,0.92,0.96,0.24,0,0.05,,0.82,0.84,0.91,99,0.072,0.869,0.733,0.758,0.716
2013,H0620,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",0.006944444,0.87,9.5,,,0.16,12,0.02,,,,,93,0.076,0.695,0.819,0.779,0.755
2013,H0621,MA-PD,Local CCP,COLORADO ACCESS,Colorado Access Advantage,Colorado Access,0.009027778,0.84,,,0.97,0.2,80,0.07,,0.77,0.8,0.85,98,0.126,0.903,0.711,0.669,0.679
2013,H0623,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,0.005555556,0.97,0,,0.94,0.4,67,0.25,,0.83,0.84,0.91,97,0.076,0.899,0.76,0.777,0.736
2013,H0624,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",0.006944444,0.87,4.5,,,0.42,12,0.14,,,0.86,0.91,98,0.133,0.872,0.714,0.71,0.69
2013,H0630,MA-PD,Local CCP,KAISER FOUNDATION HP OF CO,Kaiser Permanente,"Kaiser Foundation Health Plan, Inc.",0.004166667,0.95,0.6,,0.92,0.13,100,0.01,,0.88,0.92,0.95,99,0.035,0.881,0.789,0.808,0.798
2013,H0710,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",0.009027778,0.87,0,,,0.15,12,0.11,,,0.84,0.86,99,0.082,0.842,0.717,0.728,0.69
2013,H0712,MA-PD,Local CCP,"WELLCARE OF CONNECTICUT, INC.",WellCare,"WellCare Health Plans, Inc.",0.010416667,0.86,0,,0.98,0.32,80,0.15,,0.75,0.82,0.88,99,0.058,0.88,0.655,0.668,0.611
2013,H0752,MA-PD,Local CCP,"OXFORD HEALTH PLANS (CT), INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",0.009027778,0.91,0,,0.94,0.16,12,0.18,,,0.82,0.91,99,0.047,0.855,0.732,0.767,0.72
2013,H0755,MA-PD,Local CCP,"OXFORD HEALTH PLANS (CT), INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",0.009027778,0.91,2.2,0.88,0.95,0.27,12,0.17,,0.83,0.81,0.91,99,0.047,0.818,0.759,0.782,0.716
