Year,Contract Number,Contract Type,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,Call Center – Pharmacy Hold Time,Call Center – Foreign Language Interpreter and TTY/TDD Availability,Appeals Auto–Forward,Appeals Upheld,Enrollment Timeliness,Complaints about the Drug Plan,Beneficiary Access and Performance Problems,Members Choosing to Leave the Plan,Drug Plan Quality Improvement,Getting Information From Drug Plan,Rating of Drug Plan,Getting Needed Prescription Drugs,MPF Price Accuracy,High Risk Medication,Diabetes Treatment,Part D Medication Adherence for Oral Diabetes Medications,Part D Medication Adherence for Hypertension (RAS antagonists),Part D Medication Adherence for Cholesterol (Statins)
2012,H5428,MA-PD,Local CCP,SAN MATEO HEALTH COMMISSION,Health Plan of San Mateo,Health Plan of San Mateo,4,,5,,4,5,3,5,,1,4,2,3,3,3,5,4,4
2012,H5429,MA-PD,Local CCP,"UNIVERSAL HEALTH CARE, INC.","Universal Health Care, Inc.","Universal Health Care Group, Inc.",5,1,5,,1,1,4,1,,4,1,2,5,3,3,2,3,2
2012,H5430,MA-PD,Local CCP,CARE1ST HEALTH PLAN OF ARIZONA,"ONECare by Care1st Health Plan Arizona, Inc.",Care1st Health Plan,3,,2,,4,1,5,4,,2,2,2,3,3,5,1,1,2
2012,H5431,MA-PD,Local CCP,"HEALTHSUN HEALTH PLANS, INC.","HealthSun Health Plans, Inc.","HealthSun Health Plans, Inc",5,1,5,,5,2,3,1,,4,5,,5,1,5,5,4,1
2012,H5433,MA-PD,Local CCP,ORANGE COUNTY HEALTH AUTHORITY,OneCare,CalOptima,4,,5,,3,5,4,4,,4,3,2,4,5,5,4,3,3
2012,H5434,MA-PD,Local CCP,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.","Blue Cross and Blue Shield of Florida, Inc.",Blue Cross and Blue Shield of Florida,3,1,2,,3,2,3,1,,4,2,2,5,3,3,4,4,4
2012,H5435,MA-PD,PFFS,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3,2,4,2,4,1,1,5,,5,4,4,4,2,3,3,3,3
2012,H5439,MA-PD,Local CCP,HEALTH NET LIFE INSURANCE COMPANY,Health Net Life Insurance Company,"Health Net, Inc.",,,,,1,2,1,,,3,4,4,5,3,5,5,4,4
2012,H5440,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3,,5,,2,,3,1,,,,,4,1,3,3,1,1
2012,H5470,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,4,4,3,,2,2,5,4,,4,4,2,3,3,2,5,5,5
2012,H5471,MA-PD,Local CCP,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.","Simply Healthcare Holdings, Inc.",,,,,,,,,,,,,,,,,,
2012,H5475,MA-PD,Local CCP,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.",Meridian Advantage Plan of Michigan,"Caidan Enterprises, Inc.",3,,,,1,,,,,,,,,,,,,
2012,H5507,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3,3,5,,4,2,3,1,,5,4,5,5,3,1,4,4,4
2012,H5508,MA-PD,Local CCP,"ADVANTAGE HEALTH SOLUTIONS, INC.","ADVANTAGE Health Solutions, Inc.",Advantage Health Solutions,5,5,5,,4,3,4,5,,5,4,4,5,2,3,4,3,4
2012,H5509,MA-PD,Local CCP,COVENTRY HEALTH AND LIFE INS. COMPANY,COVENTRY HEALTH CARE,Coventry Health Care Inc.,5,4,3,,3,3,2,1,,2,1,2,5,3,3,3,3,3
2012,H5516,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3,3,5,,5,5,3,2,,5,4,5,3,2,2,4,4,2
2012,H5520,MA-PD,Local CCP,HEALTH NET LIFE INSURANCE COMPANY,Health Net Life Insurance Company,"Health Net, Inc.",,,2,4,1,5,1,4,,4,2,5,5,3,3,4,4,4
2012,H5521,MA-PD,Local CCP,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Inc.,,,1,3,,5,1,5,,,,,4,4,2,4,4,4
2012,H5522,MA-PD,Local CCP,"HEALTHASSURANCE PENNSYLVANIA, INC.",HealthAmerica,Coventry Health Care Inc.,5,4,5,,3,3,2,2,,3,2,4,5,3,1,4,4,4
2012,H5525,MA-PD,Local CCP,"HUMANA BENEFIT PLAN OF ILLINOIS, INC.","Humana Benefit Plan of Illinois, Inc.",Humana Inc.,4,4,3,,2,3,4,3,,4,4,2,3,3,3,5,5,5
2012,H5526,MA-PD,Local CCP,HEALTHNOW NEW YORK INC.,BlueCross BlueShield of WNY or BlueShield of NENY,HealthNow New York Inc.,5,1,5,,4,5,4,3,,5,4,4,5,3,1,5,5,5
2012,H5528,MA-PD,Local CCP,GROUP HEALTH INCORPORATED,EmblemHealth Medicare PPO,"EmblemHealth, Inc.",4,4,3,,2,1,1,1,,,1,3,4,4,3,2,3,2
2012,H5529,MA-PD,Local CCP,COMMUNITY INSURANCE COMPANY,Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",3,1,2,,2,3,3,4,,2,2,3,3,3,1,3,3,3
2012,H5530,MA-PD,Local CCP,"ANTHEM HEALTH PLANS OF KENTUCKY, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",3,1,2,,2,2,3,3,,3,2,4,3,2,1,2,2,2
2012,H5532,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3,3,5,,5,1,3,1,,4,2,4,4,3,1,1,3,3
2012,H5533,MA-PD,Local CCP,UPMC HEALTH NETWORK,UPMC Health Plan,University of Pittsburgh Medical Center,3,5,5,,5,3,4,5,,2,4,5,5,3,2,3,4,5
2012,H5549,MA-PD,Local CCP,VNS CHOICE,VNSNY CHOICE Medicare,Visiting Nurse Service of New York,3,4,3,,5,3,4,1,,,2,3,3,3,5,2,1,1
2012,H5575,MA-PD,Local CCP,FIDELIS SECURECARE OF NORTH CAROLINA,Fidelis SecureCare of North Carolina,Fidelis SecureCare,3,,,,5,,5,,,,,,,1,1,3,5,5
2012,H5576,MA-PD,Local CCP,"VANTAGE  HEALTH PLAN, INC.","Vantage Health Plan, Inc.","Vantage Health Plan, Inc.",2,1,5,,2,3,4,5,,5,5,5,3,1,2,3,3,2
2012,H5577,MA-PD,Local CCP,MCS ADVANTAGE INC.,MCS Classicare,"Medical Card System, Inc.",4,,3,,2,4,3,1,,,5,3,3,1,5,1,1,1
2012,H5578,MA-PD,Local CCP,"ARCADIAN HEALTH PLAN OF GEORGIA, INC.",Southeast Community Care,Arcadian Management Services Inc.,,,5,,3,5,1,1,,2,2,2,4,1,4,1,1,1
2012,H5580,MA-PD,Local CCP,SOUTHWEST CATHOLIC HEALTH NETWORK CORPORATION,Mercy Care Advantage,Southwest Catholic Health Network,3,,2,2,5,5,4,5,,3,4,4,3,1,4,2,2,2
2012,H5587,MA-PD,Local CCP,"HEALTH CHOICE ARIZONA, INC.",Health Choice Generations HMO SNP,IASIS Healthcare,5,,5,,5,5,4,4,,4,2,2,3,1,4,3,1,2
2012,H5590,MA-PD,Local CCP,BRIDGEWAY HEALTH SOLUTIONS,Advantage by Bridgeway Health Solutions HMO SNP,Centene Corporation,5,,5,,2,5,3,5,,,3,3,,1,1,5,3,5
2012,H5591,MA-PD,Local CCP,"MARTIN'S POINT GENERATIONS, LLC",Martin's Point Generations Advantage,"Martin's Point Health Care, Inc.",4,5,5,,3,5,5,5,,4,4,4,5,4,1,5,5,5
2012,H5594,MA-PD,Local CCP,"OPTIMUM HEALTHCARE, INC.","Optimum HealthCare, Inc.","America's 1st Choice Holdings of Florida, LLC",5,5,5,,5,4,3,2,,4,5,5,3,2,1,4,4,4
2012,H5608,MA-PD,Local CCP,"DENVER HEALTH MEDICAL PLAN, INC.",Denver Health Medical Plan,Denver Health Hospital Authority,4,1,3,,4,3,3,5,,2,1,2,5,3,5,1,2,2
2012,H5609,MA-PD,Local CCP,GEMCARE HEALTH PLAN INC.,GEMCARE Health Plan,Golden Empire Managed Care,5,4,3,,3,4,5,5,,4,5,5,3,1,3,2,3,2
2012,H5619,MA-PD,Local CCP,"ARCADIAN HEALTH PLAN, INC.",Northeast Community Care,Arcadian Management Services Inc.,,,3,,4,5,1,4,,5,4,4,5,3,2,5,5,5
2012,H5628,MA-PD,Local CCP,"MOLINA HEALTHCARE OF UTAH, INC.",Molina Healthcare of Utah,"Molina Healthcare, Inc.,",3,4,5,1,4,4,3,1,,2,4,2,5,3,4,3,2,3
2012,H5640,MA-PD,Local CCP,IEHP HEALTH ACCESS,IEHP Medicare DualChoice,INLAND EMPIRE HEALTH PLAN,3,,5,,5,5,4,4,,5,5,3,4,2,5,1,1,1
2012,H5649,MA-PD,Local CCP,"CENTRAL HEALTH PLAN OF CALIFORNIA, INC.",Central Health Medicare Plan,Central Health Plan of California,5,5,5,,3,5,4,3,,2,3,2,3,3,4,3,2,1
2012,H5652,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,Erickson Advantage,"UnitedHealth Group, Inc.",3,3,5,,1,5,3,5,,5,4,4,,3,1,5,5,5
2012,H5656,MA-PD,Local CCP,"SELECTCARE HEALTH PLANS, INC.",Universal American Corp.,Universal American Corp.,,,3,,5,2,1,1,,3,4,4,4,1,5,1,1,1
2012,H5665,MA-PD,Local CCP,"CARE IMPROVEMENT PLUS  OF MARYLAND, INC.",Care Improvement Plus,"UnitedHealth Group, Inc.",5,,5,,,,4,,,,,,4,4,3,1,1,1
2012,H5679,MA-PD,Local CCP,"HMO COLORADO, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",3,1,,,2,1,3,,,,,,3,3,1,3,2,3
2012,H5685,MA-PD,Local CCP,"MIDWEST HEALTH PLAN, INC.",Midwest Advantage,Henry Ford Health System,4,,,,1,,4,,,,,,4,1,5,1,1,1
2012,H5696,MA-PD,Local CCP,"PHYSICIANS UNITED PLAN, INC.",Physicians United Plan,"IDJB Investments, LLC",3,4,5,,3,2,4,1,,4,4,4,5,2,3,3,2,2
2012,H5698,MA-PD,Local CCP,"WINDSOR HEALTH PLAN, INC.",Windsor Medicare Extra,Munich American Holding Corporation,3,4,3,,5,3,1,3,,4,3,2,3,1,3,1,1,1
2012,H5700,MA-PD,Local CCP,"ARKANSAS COMMUNITY CARE, INC.",Arcadian Health Plan,Arcadian Management Services Inc.,,,5,,4,4,1,2,,4,4,4,5,1,2,1,1,1
2012,H5703,MA-PD,Local CCP,SOUTH COUNTRY HEALTH ALLIANCE,South Country Health Alliance,South Country Health Alliance,3,,,,,,5,,,,4,3,5,,1,5,5,5
2012,H5732,MA-PD,Local CCP,"TRIPLE-S SALUD, INC.","Triple-S Salud, INC.",Triple-S Management Corporation,3,1,5,,1,3,3,4,,2,4,2,5,3,3,1,2,1
2012,H5746,MA-PD,Local CCP,"AMERIGROUP NEW MEXICO, INC.",Amerigroup Community Care of New Mexico,AMERIGROUP Corporation,4,1,5,,5,2,5,3,,2,4,2,4,1,4,1,2,2
2012,H5749,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3,3,5,,5,2,2,3,,5,4,4,5,3,3,4,3,2
2012,H5750,MA-PD,Local CCP,METROPOLITAN HEALTH PLAN,Cornerstone Solutions,Metropolitan Health Plan,4,,,,,,4,,,,,,5,5,5,5,1,1
2012,H5774,MA-PD,Local CCP,"AMERICAN HEALTH, INC.",American Health Medicare,Triple-S Management Corporation,5,1,5,,2,4,4,1,,2,5,2,3,1,5,1,1,1
2012,H5782,MA-PD,Local CCP,PARTNERSHIP HEALTHPLAN OF CALIFORNIA,Partnership HealthPlan of California,PARTNERSHIP HEALTHPLAN OF CALIFORNIA,5,,5,,2,5,4,5,,3,5,4,3,3,5,4,3,4
2012,H5783,MA-PD,Local CCP,"ARCADIAN HEALTH PLAN, INC.",Southeast Community Care,Arcadian Management Services Inc.,,,3,,4,3,1,2,,4,4,3,5,1,3,1,1,1
2012,H5793,MA-PD,Local CCP,AETNA HEALTH INC.,Aetna Medicare,Aetna Inc.,,,2,,,2,1,1,,4,2,3,5,5,3,4,4,4
2012,H5810,MA-PD,Local CCP,MOLINA HEALTHCARE OF CALIFORNIA,Molina Healthcare of California,"Molina Healthcare, Inc.,",3,4,5,,5,3,3,1,,3,2,2,5,3,5,1,1,1
2012,H5811,MA-PD,Local CCP,SCAN HEALTH PLAN,SCAN Health Plan,SCAN Health Plan,4,3,5,,3,3,3,2,,3,4,3,3,3,5,2,3,3
2012,H5813,MA-PD,Local CCP,"AETNA HEALTH, INC",Aetna Medicare,Aetna Inc.,,,1,,,4,1,3,,4,1,3,5,4,3,1,3,2
2012,H5817,MA-PD,Local CCP,"AMERIGROUP TEXAS, INC.",Amerigroup Community Care,AMERIGROUP Corporation,4,1,2,3,5,2,4,3,,4,4,2,4,1,4,1,1,1
2012,H5820,MA-PD,PFFS,UNIVERSAL HEALTH CARE INSURANCE COMPANY,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Universal Health Care Group, Inc.",5,1,5,3,1,1,3,1,,5,2,4,5,3,2,1,1,2
2012,H5821,MA-PD,Local CCP,MAPFRE LIFE INSURANCE COMPANY,MAPFRE LIFE INSURANCE COMPANY,MAPFRE PRAICO CORPORATION,3,1,5,,2,1,4,1,,2,4,1,3,1,5,1,1,1
2012,H5823,MA-PD,Local CCP,"MOLINA HEALTHCARE OF WASHINGTON, INC.","Molina Healthcare of Washington, Inc.","Molina Healthcare, Inc.,",3,4,5,2,3,3,3,4,,1,1,1,5,2,4,5,3,4
2012,H5826,MA-PD,Local CCP,COMMUNITY HEALTH PLAN OF WASHINGTON,Community HealthFirst Medicare Advantage Plan,Community Health Plan of Washington,4,1,3,,1,1,4,4,,5,4,4,3,3,4,3,2,3
2012,H5832,MA-PD,Local CCP,AETNA HEALTH INC.,Aetna Medicare,Aetna Inc.,,,,,,,1,,,,,,5,4,3,4,2,3
2012,H5850,MA-PD,Local CCP,"COVENTRY SUMMIT HEALTH PLAN, INC.",Coventry Summit Health Plan,Coventry Health Care Inc.,5,4,3,2,4,3,1,1,,2,4,3,5,2,3,3,2,2
2012,H5852,MA-PD,Local CCP,AIDS HEALTHCARE FOUNDATION,Positive Healthcare Partners,AIDS Healthcare Foundation,5,,,,1,,4,,,4,5,3,3,1,5,5,4,5
2012,H5854,MA-PD,Local CCP,"ANTHEM HEALTH PLANS, INC",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",3,1,2,,2,1,3,2,,2,2,4,3,4,1,4,4,3
2012,H5859,MA-PD,Local CCP,"HEALTH PLAN OF CAREOREGON, INC.",CareOregon Advantage,"CareOregon, Inc.",3,5,3,,2,5,4,5,,2,2,1,3,3,2,5,4,5
2012,H5868,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,4,4,5,,1,2,5,4,,4,4,4,3,3,3,5,5,5
2012,H5883,MA-PD,Local CCP,BLUE CARE NETWORK OF MICHIGAN,Blue Care Network,Blue Cross Blue Shield of Michigan,5,3,2,2,1,3,2,5,,4,4,4,4,3,2,5,5,5
2012,H5884,MA-PD,PFFS,BLUECROSS BLUESHIELD OF TENNESSEE,BlueCross BlueShield of Tennessee,BlueCross BlueShield of Tennessee,4,1,4,,3,1,5,4,,3,2,4,4,1,2,3,3,2
2012,H5887,MA-PD,Local CCP,"FIRST MEDICAL HEALTH PLAN, INC.","First Medical Health Plan, Inc.","First Medical Health Plan, Inc.",3,1,5,,4,2,2,1,,2,4,1,5,1,5,1,1,1
2012,H5896,MA-PD,Local CCP,"AMERIGROUP MARYLAND, INC.",Amerigroup Community Care,AMERIGROUP Corporation,4,,1,,5,1,5,5,,2,2,2,4,3,5,1,1,1
2012,H5926,MA-PD,Local CCP,MOLINA HEALTHCARE OF MICHIGAN,Molina Healthcare of Michigan,"Molina Healthcare, Inc.,",3,4,5,,5,4,3,3,,2,4,2,5,1,3,2,2,2
2012,H5928,MA-PD,Local CCP,CARE1ST HEALTH PLAN,Care1st Medicare Advantage Plan,Care1st Health Plan,4,2,5,,1,3,5,1,,2,4,2,3,3,5,1,1,1
2012,H5932,MA-PD,Local CCP,"GATEWAY HEALTH PLAN, INC.",Gateway Health Plan Medicare Assured,Gateway Health Plan,5,,5,,3,5,4,5,,3,4,3,3,3,3,3,3,4
2012,H5938,MA-PD,Local CCP,CAPITAL HEALTH PLAN,Capital Health Plan,Blue Cross and Blue Shield of Florida,4,5,2,,3,5,5,5,,5,5,5,3,1,5,1,3,2
2012,H5943,MA-PD,Local CCP,SCAN HEALTH PLAN,VillageHealth,SCAN Health Plan,4,,,,1,,4,,,,,,,1,1,2,1,3
2012,H5950,MA-PD,Local CCP,AETNA HEALTH INC.,Aetna Medicare,Aetna Inc.,,,,,,,1,,,,,,,,5,5,3,1
2012,H5969,MA-PD,Local CCP,ALOHACARE,AlohaCare,AlohaCare,5,3,5,,4,4,5,2,,3,4,3,5,3,4,1,1,1
2012,H5970,MA-PD,Local CCP,HUMANA INSURANCE COMPANY OF NEW YORK,Humana Insurance Company of New York,Humana Inc.,4,4,,,1,1,5,,,5,4,3,3,3,3,5,4,4
2012,H5980,MA-PD,Local CCP,"FIDELIS SECURECARE OF TEXAS, INC.","Fidelis SecureCare of Texas, Inc.",Fidelis SecureCare,3,,,,5,,5,,,,,,3,1,3,5,5,5
2012,H5985,MA-PD,Local CCP,ABRAZO ADVANTAGE HEALTH PLAN,Abrazo Advantage Health Plan,Vanguard Health Systems,3,5,5,,1,5,4,3,,2,4,3,5,1,4,1,1,1
2012,H5989,MA-PD,Local CCP,"CENTERLIGHT HEALTHCARE, INC.",Comprehensive Care Management Corp.,Bethco Corporation,4,3,,,5,,4,,,,,,,5,1,5,5,4
2012,H5991,MA-PD,Local CCP,"AFFINITY HEALTH PLAN, INC.",Affinity Health Plan,Affinity Health Plan,3,,5,,5,4,4,2,,,4,2,5,4,5,3,2,1
2012,H5992,MA-PD,Local CCP,"SENIOR WHOLE HEALTH OF NEW YORK, INC.",Senior Whole Health of New York,"Senior Whole Health, LLC",3,,,,1,,4,,,5,5,4,5,2,3,4,4,4
2012,H5995,MA-PD,Local CCP,"MARION POLK COMMUNITY HEALTH PLAN ADVANTAGE, INC.","Marion Polk Community Health Plan Advantage, Inc.",ATRIO Health Plans,3,,5,,4,5,4,5,,,4,4,3,1,1,5,4,5
2012,H6169,MA-PD,PFFS,THE PYRAMID LIFE INSURANCE COMPANY,Universal American Corp.,Universal American Corp.,,,,,1,1,,,,,,,,,,,,
2012,H6178,MA-PD,Local CCP,CARESOURCE,CareSource,CareSource,4,,,,2,2,4,2,,3,2,,3,2,3,1,1,1
2012,H6181,MA-PD,Local CCP,"AMERIGROUP NEW YORK, LLC",Amerigroup Community Care,AMERIGROUP Corporation,4,1,,,5,3,4,1,,,,,4,3,5,1,1,1
2012,H6264,MA-PD,Local CCP,"HEALTHPLUS PHSP, INC.",Health Plus,Lutheran Medical Center,3,1,2,,5,1,4,1,,,,,3,4,5,2,1,1
2012,H6328,MA-PD,Local CCP,"CARE N' CARE INSURANCE COMPANY, INC.",Care N' Care Health Plan,North Texas Specialty Physicians,3,2,5,,2,2,5,4,,5,5,5,4,2,2,2,3,4
2012,H6360,MA-PD,1876 Cost,KAISER FOUNDATION HP OF OHIO,Kaiser Permanente Medicare Plus,"Kaiser Foundation Health Plan, Inc.",,,3,,2,4,4,5,,5,5,4,4,4,3,4,5,5
2012,H6411,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,4,4,2,,1,2,4,2,,4,4,2,3,3,5,3,3,3
2012,H6528,MA-PD,Local CCP,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,Care Improvement Plus,"UnitedHealth Group, Inc.",5,1,,,2,1,4,,,,,,5,2,1,1,1,1
2012,H6609,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,4,4,4,2,1,3,5,3,,4,3,4,3,3,4,5,5,5
2012,H6622,MA-PD,Local CCP,HUMANA WISCONSINHEALTH ORGANIZATION INSURANCE CORP,Humana WisconsinHealth Organization Insurance Corp,Humana Inc.,4,4,,,1,2,,,,,,,,,,,,
2012,H6642,MA-PD,Local CCP,"UNIVERSAL HMO OF TEXAS, INC.","Universal HMO of Texas, Inc.","Universal Health Care Group, Inc.",5,1,,,1,1,4,,,,,,3,3,3,1,1,2
2012,H6705,MA-PD,Local CCP,"UNIVERSAL HEALTH CARE OF NEVADA, INC.","Universal Health Care of Nevada, Inc.","Universal Health Care Group, Inc.",5,1,,,1,,,,,,,,,,,,,
2012,H6743,MA-PD,Local CCP,ATRIO HEALTH PLANS,ATRIO Health Plans,ATRIO Health Plans,3,1,,,5,4,,,,,,,,,,,,
2012,H6801,MA-PD,Local CCP,"AHS - TULSA OKLAHOMA HEALTH PLAN, INC",Lovelace Medicare Plan,Ardent Health Services.,,,,,,,,,,,,,,,,,,
2012,H6815,MA-PD,Local CCP,HEALTH NET HEALTH PLAN OF OREGON,"Health Net Health Plan of Oregon, Inc.","Health Net, Inc.",,,,,,,,,,,,,,,,,,
2012,H6864,MA-PD,Local CCP,"GUILDNET, INC.",GuildNet,Jewish Guild for the Blind,3,,,,5,,4,,,,,,3,3,3,5,3,2
2012,H6881,MA-PD,Local CCP,"AMERICA'S 1ST CHOICE INSURANCE COMPANY OF NC, INC.",America's 1st Choice Insurance Company of NC,"America's 1st Choice Insurance Company of NC, Inc.",5,5,,,5,,,,,,,,,,,,,
2012,H6900,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,4,4,5,,2,1,4,1,,4,4,3,3,3,1,5,5,5
2012,H6923,MA-PD,Local CCP,AETNA HEALTH,Aetna Medicare,Aetna Inc.,,,2,,,5,1,1,,2,1,2,5,5,3,1,2,2
2012,H6952,MA-PD,Local CCP,"UNITEDHEALTHCARE COMMUNITY PLAN, INC",UnitedHealthcare Community Plan,"UnitedHealth Group, Inc.",3,,5,,5,1,3,2,,,,,4,1,3,3,1,1
2012,H7002,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,4,4,5,,2,1,4,2,,4,4,4,3,1,1,2,3,3
2012,H7006,MA-PD,Local CCP,"MARION POLK COMMUNITY HEALTH PLAN ADVANTAGE, INC.","Marion Polk Community Health Plan Advantage, Inc.",ATRIO Health Plans,3,5,5,,2,5,5,5,,5,4,5,5,2,1,4,5,5
2012,H7015,MA-PD,Local CCP,"HEALTHFIRST HEALTH PLAN OF NEW JERSEY, INC.",Healthfirst NJ Medicare Plan,"HF Management Services, LLC",3,5,5,,3,2,4,1,,,1,,5,3,5,1,1,1
2012,H7086,MA-PD,Local CCP,COMMUNITY HEALTH GROUP,Community Health Group,Community Health Group,5,,5,,5,2,4,1,,3,4,3,3,3,5,3,2,3
2012,H7149,MA-PD,Local CCP,"COVENTRY HEALTH CARE OF NEBRASKA, INC.",Coventry Health Care,Coventry Health Care Inc.,5,4,2,,5,5,2,1,,2,2,4,5,3,1,3,2,3
2012,H7173,MA-PD,Local CCP,"PEACH STATE HEALTH PLAN, INC.",Advantage by Peach State,Centene Corporation,5,,,,,,,,,,,,,,,,,
2012,H7179,MA-PD,Local CCP,"ARCADIAN HEALTH PLAN OF LOUISIANA, INC.",Arcadian Community Care,Arcadian Management Services Inc.,,,5,,3,3,1,2,,4,5,4,4,1,4,2,1,1
2012,H7187,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3,3,5,,4,2,2,4,,4,4,4,5,3,2,1,2,2
2012,H7188,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,4,4,5,,2,2,4,1,,5,4,4,3,2,1,3,3,3
2012,H7200,MA-PD,Local CCP,"AMERIGROUP TENNESSEE, INC.",Amerigroup Community Care,AMERIGROUP Corporation,4,1,2,,5,2,5,2,,2,4,3,4,1,4,1,1,1
2012,H7220,MA-PD,Local CCP,"INDIANA UNIVERSITY HEALTH PLANS, INC.",Indiana University Health Plans - Medicare,Indiana University Health,3,4,3,,5,4,5,4,,5,4,5,5,2,2,3,4,3
2012,H7281,MA-PD,Local CCP,"BRAVO HEALTH PENNSYLVANIA, INC.",Bravo Health,CIGNA,5,4,2,,2,1,2,2,,4,1,1,5,3,3,2,3,3
2012,H7292,MA-PD,Local CCP,ALAMEDA ALLIANCE JOINT POWERS AUTHORITY (JPA),Alameda Alliance for Health,Alameda Alliance for Health,5,,2,,3,5,4,4,,3,5,2,3,3,4,3,3,4
2012,H7301,MA-PD,Local CCP,"COVENTRY HEALTH CARE OF ILLINOIS, INC.",PersonalCare,Coventry Health Care Inc.,5,4,5,,4,3,2,3,,3,2,4,5,3,2,4,4,4
2012,H7306,MA-PD,Local CCP,FIRST HEALTH LIFE & HEALTH INSURANCE COMPANY,Coventry Health Care,Coventry Health Care Inc.,5,4,5,,4,2,2,1,,3,1,2,5,2,1,1,1,1
2012,H7352,MA-PD,Local CCP,"UNIVERSITY CARE ADVANTAGE, L.L.C",University Care Advantage,"UA Healthcare, Inc.",4,,2,,1,1,5,2,,,4,2,4,3,4,1,1,1
2012,H7475,MA-PD,Local CCP,"CARE WISCONSIN HEALTH PLAN, INC.","Care Wisconsin Health Plan, Inc.","Care Wisconsin First, Inc.",5,,,,1,,3,,,,,,5,3,1,5,5,5
2012,H7526,MA-PD,Local CCP,MEDICA HEALTH PLANS,Medica Health Plans,Medica Holding Company,5,,5,,3,,5,5,,,,,3,4,1,4,3,5
2012,H7678,MA-PD,Local CCP,"MOLINA HEALTHCARE OF TEXAS, INC.","Molina Healthcare of Texas, Inc.","Molina Healthcare, Inc.,",3,4,,,5,,3,,,,,,5,3,5,1,1,1
2012,H7731,MA-PD,Local CCP,"MD CARE, INC.",MD Care Healthplan,Humana Inc.,3,4,4,2,3,3,4,1,,2,5,4,3,2,5,3,3,2
2012,H7787,MA-PD,Local CCP,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",HealthSpring Medicare Advantage PPO,CIGNA,5,5,2,,3,1,3,2,,3,4,4,,2,3,2,2,2
2012,H7908,MA-PD,Local CCP,AETNA HEALTH,Aetna Medicare,Aetna Inc.,,,1,,,,1,1,,,,,4,5,5,1,1,2
2012,H7917,MA-PD,Local CCP,BLUE CROSS BLUE SHIELD OF TENNESSEE,BlueCross BlueShield of Tennessee,BlueCross BlueShield of Tennessee,4,1,4,1,3,3,4,1,,2,2,4,4,1,2,3,3,2
2012,H7949,MA-PD,Local CCP,"PACIFICARE OF NEVADA, INC.",SecureHorizons by UnitedHealthcare,"UnitedHealth Group, Inc.",3,2,5,,1,1,5,,,4,4,5,,3,5,4,4,3
2012,H8050,MA-PD,Local CCP,"CARILION CLINIC MEDICARE RESOURCES, LLC",Carilion Clinic Medicare Health Plan,"Carilion Services, Inc.",5,5,,,4,,4,,,,,,3,3,3,3,4,4
2012,H8091,MA-PD,Local CCP,USABLE MUTUAL INSURANCE COMPANY,ARKANSAS BLUE CROSS AND BLUE SHIELD,USAble Mutual Insurance Company,4,5,,,3,,,,,,,,,,,,,
2012,H8098,MA-PD,PFFS,UNIVERSAL HEALTH CARE INSURANCE COMPANY,"Universal Health Care Insurance Company, Inc.","Universal Health Care Group, Inc.",5,1,,3,1,1,,,,,,,,,,,,
